Id,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label
6031,"Fri, 20 Apr 2018 00:16:55 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,17,4,3
6032,"Tue, 30 Apr 2019 22:34:35 +0000",witai-2,intercom-mail.com,0,0,multipart/alternative,3,15,0,0,35,25330,3
6033,"Thu, 6 Apr 2017 09:48:43 +0530",iiitd,ac.in,1,0,multipart/alternative,0,1,0,0,10,2064,2
6034,"Sat, 17 Feb 2018 14:29:55 +0000 (UTC)",udacity,com,0,0,multipart/alternative,10,37,0,0,52,49783,3
6035,"Sat, 23 Dec 2017 03:03:26 +0800",nedm,asus.com,0,0,multipart/alternative,6,19,0,0,88,8688,0
6036,"Fri, 14 Apr 2017 16:33:59 +0530",iiitd,ac.in,1,0,multipart/alternative,0,2,1,0,39,5580,2
6037,"Mon, 29 Jan 2018 19:56:09 +0000",digitalglobe-platform,intercom-mail.com,0,0,multipart/alternative,1,12,0,0,82,17964,3
6038,"Thu, 18 Feb 2016 13:33:41 +0530",iiitd,ac.in,2,0,multipart/alternative,1,7,1,0,37,4141,2
6039,"Thu, 09 May 2019 07:23:24 -0700",google,com,0,0,text/html,2,12,0,0,36,4465,0
6040,23 Feb 2018 09:51:49 +0100,teamviewer,com,0,0,text/html,1,4,1,0,27,3100,0
6041,"Wed, 08 Jul 2015 06:41:12 +0000",google,com,0,0,multipart/alternative,0,7,1,0,29,9303,0
6042,"Sun, 4 Mar 2018 07:32:55 -0000",edm,efinmail.com,0,0,multipart/alternative,0,7,0,0,99,2948,0
6043,"Thu, 28 May 2015 17:13:11 +0000",coursera,org,0,0,multipart/alternative,5,24,1,0,36,17522,0
6044,"Thu, 20 Oct 2016 10:43:53 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,25,226,2
6045,"Fri, 07 Apr 2017 04:26:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
6046,"Tue, 29 Nov 2016 05:11:02 +0000",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,44,24264,2
6047,"Sun, 2 Jul 2017 19:32:19 -0700",ebay,in,0,0,multipart/alternative,3,32,0,0,62,11547,0
6048,"Wed, 24 May 2017 00:27:22 -0500 (CDT)",amazon,com,0,0,multipart/alternative,11,57,1,0,33,55639,3
6049,"Sat, 4 May 2019 04:18:44 +0000",amazon,in,0,0,multipart/alternative,33,243,0,0,54,105563,3
6050,"Fri, 07 Apr 2017 15:14:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
6051,"Tue, 27 Jun 2017 11:05:06 +0530 (IST)",indiatimes,com,0,0,text/html,13,117,1,1,56,54008,3
6052,"Wed, 20 Sep 2017 16:10:26 +0000 (UTC)",flipkartletters,com,0,0,text/html,35,83,1,0,116,59152,3
6053,"Sun, 02 Jul 2017 15:07:52 +0000 (UTC)",udacity,com,0,0,multipart/alternative,13,46,0,0,79,61113,3
6054,"Thu, 8 Jun 2017 05:05:59 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,56,0,1,53,53150,1
6055,"Tue, 18 Jul 2017 18:22:41 +0000",magoosh,intercom-mail.com,0,0,multipart/alternative,4,13,0,0,31,25804,3
6056,"Thu, 30 Aug 2018 05:35:38 +0000",topcoder,com,0,0,multipart/alternative,75,153,0,0,85,127357,3
6057,"Tue, 12 Nov 2019 02:06:21 -0800",google,com,0,0,multipart/alternative,13,44,0,0,53,37059,0
6058,"Wed, 16 Sep 2015 09:46:56 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27045,0
6059,"Tue, 22 May 2018 12:41:28 -0700 (PDT)",quora,com,0,0,multipart/alternative,13,105,1,0,57,101720,1
6060,"Fri, 5 Feb 2016 13:20:36 +0530",iiitd,ac.in,2,0,multipart/alternative,0,1,1,0,45,5622,2
6061,"Thu, 05 May 2016 16:55:54 +0000",youtube,com,0,0,multipart/alternative,16,65,1,0,47,53874,1
6062,"Sat, 22 Aug 2015 18:54:48 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27161,0
6063,"Tue, 7 Aug 2018 11:38:39 +0000",slack,com,0,0,multipart/alternative,4,32,0,0,113,16834,0
6064,"Wed, 28 Mar 2018 23:15:06 +0200",vfshelpline,com,0,0,multipart/mixed,0,13,1,0,24,609855,0
6065,"Thu, 1 Nov 2018 09:33:32 -0400",,,0,0,multipart/alternative,0,29,1,0,26,8274,0
6066,"Fri, 01 Dec 2017 05:50:10 +0000",discuss,pytorch.org,0,0,multipart/alternative,0,4,0,0,41,1751,0
6067,"Tue, 22 Oct 2019 12:40:00 +0000",amazon,in,0,0,multipart/alternative,22,139,1,0,59,60912,3
6068,"Sun, 18 Oct 2015 14:12:17 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,36,27186,0
6069,"Wed, 21 Sep 2016 11:24:53 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,26,0,0,45,20254,1
6070,"Sun, 13 Oct 2019 22:51:12 +0000",academia-mail,com,0,0,multipart/alternative,3,28,1,0,72,49247,0
6071,"Wed, 6 Jul 2016 23:38:49 +0530",olacabs,com,1,0,multipart/alternative,15,29,1,0,88,35150,0
6072,"Mon, 29 Jan 2018 21:19:55 -0800",mail,instagram.com,0,0,text/html,17,54,0,0,81,27865,1
6073,"Tue, 21 Jun 2016 06:04:10 +0000",notifications,pinterest.com,0,0,multipart/alternative,7,40,0,0,61,38250,1
6074,"Fri, 9 Feb 2018 19:12:50 +0000",amazon,com,0,0,multipart/alternative,25,241,1,1,70,165339,3
6075,"Wed, 5 Sep 2018 09:08:41 +0000",slack,com,0,0,multipart/alternative,4,32,0,0,116,16612,0
6076,"Tue, 13 Dec 2016 15:59:32 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,20,2742,2
6077,"Sat, 08 Sep 2018 13:47:10 +0000",quora,com,0,0,multipart/alternative,14,113,1,1,101,105303,1
6078,"Mon, 18 Sep 2017 07:34:05 +0000",oneplusstore,in,0,0,multipart/alternative,9,33,1,0,80,19422,3
6079,"Tue, 19 Jun 2018 18:00:00 -0700",donate,wfp.org,0,0,multipart/alternative,2,33,1,0,63,36957,3
6080,"Thu, 13 Jul 2017 11:17:26 +0530",iiitd,ac.in,1,0,multipart/mixed,0,2,0,0,62,1160428,2
6081,"Thu, 2 Mar 2017 10:06:56 +0530",iiitd,ac.in,2,0,multipart/alternative,0,5,1,0,34,5115,2
6082,"Wed, 04 Apr 2018 03:59:36 -0600",emails,evernote.com,0,0,multipart/alternative,10,66,0,0,45,29191,0
6083,"Thu, 29 Sep 2016 11:09:09 +0000",usebackpack,com,0,0,text/html,4,14,0,0,36,25040,0
6084,"Mon, 21 Aug 2017 17:18:37 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,3,12,0,0,96,9941,0
6085,"Fri, 15 Sep 2017 13:36:36 +0000",twitter,com,0,0,multipart/alternative,23,69,0,0,61,33202,1
6086,"Fri, 15 Dec 2017 06:39:08 +0000",redwolf,in,0,0,multipart/alternative,5,21,0,0,28,6038,3
6087,"Tue, 16 Aug 2016 03:46:17 +0000",hackerrankmail,com,0,0,multipart/alternative,2,11,1,0,27,31343,0
6088,"Tue, 16 Apr 2019 01:14:10 -0700",google,com,0,0,text/html,2,12,0,0,35,4298,0
6089,"Wed, 02 Sep 2015 00:39:42 +0000 (UTC)",glassdoor,com,0,0,multipart/alternative,21,74,0,1,69,69559,0
6090,"Fri, 12 Jul 2019 00:33:39 -0500 (CDT)",nvidia,com,0,0,multipart/alternative,9,34,0,0,38,38668,3
6091,"Sun, 30 Jul 2017 05:32:18 +0000",innerchef,com,0,0,multipart/alternative,9,48,0,0,70,50989,3
6092,"Sat, 30 Jun 2018 06:33:53 +0000",mailer,netflix.com,0,0,multipart/alternative,14,61,0,0,45,40935,3
6093,"Tue, 29 Mar 2016 22:00:52 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,11,91,0,0,38,77623,1
6094,"Wed, 05 Apr 2017 11:03:50 +0000",flipkartletters,com,0,0,text/html,29,76,1,0,44,66076,3
6095,"Tue, 21 Jul 2015 08:09:23 +0000",google,com,0,0,multipart/alternative,0,6,0,0,33,15979,0
6096,"Thu, 4 Jan 2018 07:59:07 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,10,62,1,0,30,26079,3
6097,"Tue, 23 Jul 2019 02:41:06 -0700",google,com,0,0,text/html,6,28,1,0,36,9185,0
6098,"Thu, 30 Jul 2015 12:15:05 -0400",freelancer,com,0,0,multipart/alternative,0,28,0,0,99,6936,0
6099,"Tue, 06 Sep 2016 08:39:54 +0000",twitter,com,0,0,multipart/alternative,34,199,1,0,46,103200,1
6100,"Mon, 16 Jul 2018 14:15:44 +0000 (UTC)",flipkartletters,com,0,0,text/html,40,95,1,0,88,66796,3
6101,"Sun, 8 Sep 2019 16:54:05 +0530",sbi,co.in,0,0,text/plain,0,0,1,0,57,683,0
6102,"Wed, 7 Dec 2016 18:46:38 +0530",iiitd,ac.in,3,0,multipart/mixed,0,0,0,0,33,1006083,2
6103,"Tue, 14 Aug 2018 17:04:59 +0000",slack,com,0,0,multipart/alternative,4,25,0,0,81,19810,0
6104,"Wed, 04 Nov 2015 00:07:07 +0000",usebackpack,com,0,0,multipart/alternative,4,19,1,0,37,28094,0
6105,"Tue, 13 Aug 2019 17:54:56 -0500 (CDT)",nvidia,com,0,0,multipart/alternative,14,108,0,0,37,63602,3
6106,"Mon, 25 Mar 2019 04:32:29 +0000",amazon,in,0,0,multipart/alternative,8,75,0,0,56,32148,3
6107,"Fri, 10 Nov 2017 00:33:33 -0600",news,foodpanda.in,0,0,multipart/alternative,12,47,0,0,54,48761,3
6108,"Thu, 04 Jul 2019 16:07:49 +0000 (UTC)",mail,vincerowatches.com,0,0,multipart/alternative,3,41,0,0,19,46035,3
6109,"Thu, 04 Oct 2018 17:57:31 +0000",kaggle,intercom-mail.com,0,0,multipart/alternative,4,13,0,1,50,16839,0
6110,"Sat, 10 Feb 2018 11:52:28 +0000",twitter,com,0,0,multipart/alternative,11,33,0,0,57,16428,1
6111,"Sat, 17 Feb 2018 09:34:53 +0100",reply,ebay.in,0,0,multipart/alternative,33,134,0,0,83,86723,3
6112,"Sun, 13 May 2018 17:10:32 +0000 (UTC)",flipkartletters,com,0,0,text/html,42,97,0,0,72,68462,3
6113,"Mon, 10 Oct 2016 13:15:02 +0000",hackerearth,com,0,0,multipart/alternative,4,17,1,0,79,12376,0
6114,"Fri, 01 Jul 2016 08:47:16 -0700 (PDT)",quora,com,0,0,multipart/alternative,10,113,0,0,95,87462,1
6115,"Fri, 02 Aug 2019 11:31:01 -0600",send,grammarly.com,0,0,multipart/alternative,6,43,0,0,33,21931,3
6116,"Wed, 17 Aug 2016 10:01:14 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,24,356,2
6117,"Mon, 14 May 2018 09:47:56 +0000",discuss,pytorch.org,0,0,multipart/alternative,54,98,0,0,24,63820,0
6118,"Fri, 9 Mar 2018 21:13:57 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,1,36,0,0,45,24752,1
6119,"Sat, 04 Mar 2017 13:56:18 +0000",twitter,com,0,0,multipart/alternative,10,61,0,0,61,38267,1
6120,"Tue, 11 Aug 2015 16:02:52 +0000",usebackpack,com,0,0,multipart/alternative,3,19,0,0,39,27066,0
6121,"Thu, 17 Nov 2016 09:23:41 +0000",twitter,com,0,0,multipart/alternative,35,260,1,1,100,137826,1
6122,"Thu, 02 Aug 2018 19:01:41 +0000 (UTC)",angel,co,0,0,text/html,5,47,0,0,39,46789,3
6123,"Fri, 07 Apr 2017 14:56:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
6124,15 Aug 2017 21:46:27 +0530,,,0,0,text/plain,0,0,0,0,57,526,0
6125,"Tue, 06 Jun 2017 09:39:52 -0700 (PDT)",,,0,0,multipart/alternative,0,1,1,0,44,657,0
6126,"Tue, 05 Dec 2017 15:35:25 +0000 (UTC)",udacity,com,0,0,multipart/alternative,18,52,0,0,58,83802,3
6127,"Wed, 17 May 2017 01:11:23 -0600",news,foodpanda.in,0,0,multipart/alternative,12,47,0,0,57,49993,3
6128,"Tue, 12 Dec 2017 19:09:53 +0530",iiitd,ac.in,1,0,multipart/alternative,0,11,1,0,71,9753,2
6129,"Fri, 22 Jul 2016 16:24:18 +0000",topcoder,com,0,0,multipart/alternative,13,57,1,0,66,77868,0
6130,"Thu, 10 Jan 2019 03:04:04 -0800",google,com,0,0,multipart/alternative,14,46,0,0,53,38316,0
6131,"Mon, 31 Oct 2016 20:13:41 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,0,0,35,310,2
6132,"Tue, 31 Jul 2018 12:36:22 +0000 (UTC)",udacity,com,0,0,multipart/alternative,20,55,0,1,74,75075,3
6133,"Mon, 26 Sep 2016 09:41:43 +0000",usebackpack,com,0,0,text/html,4,14,0,0,34,24652,0
6134,"Sat, 28 Nov 2015 16:36:35 +0000",brilliant,org,0,0,multipart/alternative,4,21,0,0,24,43418,0
6135,"Tue, 16 Jan 2018 19:17:39 +0000",amazon,com,0,0,multipart/alternative,23,239,1,1,67,141262,3
6136,"Tue, 19 Feb 2019 07:38:44 +0000 (UTC)",medium,com,0,0,multipart/alternative,35,189,1,1,209,84382,0
6137,"Mon, 26 Feb 2018 18:20:21 +0000",airtable,com,0,0,multipart/alternative,1,10,0,0,139,11303,0
6138,"Thu, 16 Mar 2017 17:20:57 +0530 (IST)",sampark,gov.in,0,0,text/html,16,41,0,0,92,23377,3
6139,"Fri, 07 Apr 2017 04:24:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
6140,"Fri, 07 Apr 2017 15:30:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
6141,"Mon, 08 Jan 2018 15:19:40 -0800",github,com,0,0,text/plain,0,1,0,0,73,370,0
6142,"Mon, 19 Oct 2015 10:46:24 +0000",usebackpack,com,0,0,multipart/alternative,4,17,0,0,34,29697,0
6143,"Sun, 5 Feb 2017 13:38:26 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,26,1,0,45,21917,1
6144,"Wed, 30 Aug 2017 17:42:57 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,5,41,0,0,29,29729,1
6145,"Fri, 28 Aug 2015 08:54:43 +0000",usebackpack,com,0,0,multipart/alternative,4,17,0,0,35,29803,0
6146,"Wed, 25 Oct 2017 03:45:33 -0500 (CDT)",amazon,com,0,0,multipart/alternative,2,49,1,0,44,34187,0
6147,"Wed, 24 May 2017 18:00:00 -0700",mentor,com,0,0,multipart/alternative,2,16,0,0,53,7014,3
6148,"Sat, 30 May 2015 05:47:57 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,8,23,1,0,45,31261,1
6149,"Thu, 21 Dec 2017 04:07:25 -0800",e,linkedin.com,0,0,multipart/mixed,0,0,0,0,77,4,1
6150,"Wed, 28 Sep 2016 15:49:55 +0530",iiitd,ac.in,3,0,multipart/alternative,0,2,1,0,69,9343,2
6151,"Sat, 18 Nov 2017 09:35:44 +0100",reply,ebay.in,0,0,multipart/alternative,32,120,0,0,42,77866,3
6152,"Wed, 05 Apr 2017 01:58:56 +0000",google,com,0,0,multipart/alternative,23,98,0,1,57,81418,0
6153,"Fri, 07 Apr 2017 10:16:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
6154,"Thu, 15 Sep 2016 17:00:10 +0530",iiitd,ac.in,2,0,multipart/alternative,0,35,1,0,38,17256,2
6155,"Sat, 25 Nov 2017 22:29:24 -0800 (PST)",,,0,0,text/html,0,1,1,0,52,2117,0
6156,"Fri, 28 Sep 2018 08:36:46 +0200 (CEST)",entertainment,bookmyshow.com,0,0,text/html,16,61,1,0,17,26069,0
6157,"Mon, 16 Nov 2015 18:56:55 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27203,0
6158,"Wed, 23 Nov 2016 12:54:07 +0530",educationation,pro,0,0,multipart/alternative,1,10,1,0,69,3196,0
6159,"Mon, 17 Jun 2019 07:53:10 +0000",google,com,0,0,multipart/alternative,5,39,0,0,61,10194,0
6160,"Wed, 14 Feb 2018 13:46:06 +0000",twitter,com,0,0,multipart/alternative,48,253,0,0,160,97889,1
6161,"Thu, 15 Jun 2017 07:29:36 +0000",hackerearth,com,0,0,multipart/alternative,3,14,1,0,39,26694,0
6162,"Sun, 13 Aug 2017 08:48:49 +0000",twitter,com,0,0,multipart/alternative,24,214,0,0,136,97645,1
6163,"Fri, 07 Apr 2017 15:34:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
6164,"Fri, 07 Apr 2017 10:10:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
6165,"Mon, 8 May 2017 11:09:01 +0530",iiitd,ac.in,1,0,multipart/alternative,1,1,1,0,54,1449,2
6166,"Sat, 30 Mar 2019 17:46:36 +0530",iiitd,ac.in,0,0,multipart/related,0,12,1,0,31,20174941,2
6167,"Tue, 05 Jun 2018 21:00:00 -0700",mentor,com,0,0,multipart/alternative,2,27,1,0,61,27725,3
6168,"Wed, 19 Apr 2017 00:17:40 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,49,4,3
6169,"Wed, 13 Jan 2016 12:22:49 +0000",hackerearth,com,0,0,multipart/alternative,13,47,1,0,60,33113,0
6170,"Sat, 03 Feb 2018 14:13:01 +0000",twitter,com,0,0,multipart/alternative,12,64,0,0,64,36159,1
6171,"Thu, 22 Jun 2017 05:05:39 +0000",innerchef,com,0,0,multipart/alternative,8,48,0,0,61,50744,3
6172,"Mon, 23 Sep 2019 14:01:02 -0600",send,grammarly.com,0,0,multipart/alternative,32,129,0,0,40,108648,3
6173,"Thu, 20 Aug 2015 19:13:03 +0000",coursera,org,0,0,multipart/alternative,3,27,0,0,36,23676,0
6174,"Tue, 5 Sep 2017 08:28:45 -0500 (CDT)",springboard,com,0,0,multipart/alternative,0,9,1,1,46,5454,0
6175,"Wed, 23 Nov 2016 21:40:56 +0000",youtube,com,0,0,multipart/alternative,14,59,0,0,56,51902,1
6176,"Sun, 26 Mar 2017 14:54:12 +0530",iiitd,ac.in,6,0,multipart/alternative,0,0,1,1,26,15116,2
6177,"Sun, 2 Jul 2017 05:33:24 +0000",innerchef,com,0,0,multipart/alternative,7,48,0,0,57,50497,3
6178,"Wed, 27 Dec 2017 16:17:53 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,0,37,3267,2
6179,"Sat,  7 Jan 2017 19:30:05 +0000 (UTC)",researchgatemail,net,0,0,multipart/alternative,2,20,0,0,72,18404,1
6180,"Tue, 25 Dec 2018 03:08:57 -0800",google,com,0,0,text/html,4,20,0,0,38,6574,0
6181,"Fri, 17 Mar 2017 12:29:53 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,16,66,0,0,35,64871,1
6182,"Tue, 06 Oct 2015 11:07:08 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,26905,0
6183,"Sat, 25 Jun 2016 05:24:13 +0000",topcoder,com,0,0,multipart/alternative,2,20,1,0,133,35171,0
6184,"Sat, 07 May 2016 09:01:38 +0000",twitter,com,0,0,multipart/alternative,15,138,0,0,139,76623,1
6185,"Sun, 7 Jan 2018 11:17:45 +0000",amazon,in,0,0,multipart/alternative,3,33,0,1,74,18278,3
6186,"Sun, 20 Dec 2015 05:58:42 -0000",hackerearth,co.in,0,0,multipart/alternative,5,20,1,0,56,9752,0
6187,"Tue, 25 Jun 2019 21:10:35 +0000 (UTC)",github,com,0,0,text/plain,0,3,0,0,74,548,0
6188,29 Aug 2018 06:18:34 +0530,,,0,0,text/html,0,3,0,0,35,17546,0
6189,"Tue, 12 Jun 2018 09:56:33 +0000",zoomgroup,com,0,0,multipart/alternative,2,30,1,0,109,52309,0
6190,"Wed, 4 May 2016 17:06:24 +0530",iiitd,ac.in,0,0,multipart/alternative,1,4,1,0,35,4558,2
6191,"Tue, 9 Aug 2016 23:32:12 -0400 (EDT)",khanacademy,org,0,0,multipart/alternative,2,21,0,0,22,13343,0
6192,"Wed, 21 Dec 2016 16:26:30 +0530",iiitd,ac.in,0,0,multipart/alternative,3,9,1,0,113,8138,2
6193,"Wed, 28 Oct 2015 16:10:07 +0000 (UTC)",piazza,com,0,0,multipart/alternative,0,22,0,1,54,12781,0
6194,"Thu, 23 Nov 2017 20:18:38 +0000",notifications,pinterest.com,0,0,multipart/alternative,8,74,0,0,55,47709,1
6195,"Mon, 28 Aug 2017 20:40:45 +0000",m,mail.coursera.org,0,0,multipart/alternative,25,120,0,0,27,80993,0
6196,"Wed, 26 Jul 2017 17:09:18 +0000",twitter,com,0,0,multipart/alternative,25,119,1,1,58,61391,1
6197,"Sat, 16 Apr 2016 09:30:24 +0530",iiitd,ac.in,5,0,multipart/alternative,0,1,1,0,46,4728,2
6198,"Mon, 25 Feb 2019 21:34:42 +0000",discuss,pytorch.org,0,0,multipart/alternative,58,115,0,0,24,79393,3
6199,"Sun, 09 Jun 2019 04:59:21 -0700",google,com,0,0,text/html,2,12,0,0,29,4330,0
6200,"Thu, 31 May 2018 20:14:28 +0000",google,com,0,0,multipart/alternative,29,112,1,0,76,115918,0
6201,"Wed, 31 May 2017 15:10:19 +0200 (CEST)",entertainment,bookmyshow.com,0,0,text/html,19,52,0,0,25,26861,3
6202,"Sun, 1 Jan 2017 00:41:52 +0530",iiitd,ac.in,0,0,multipart/related,0,0,1,0,19,2627583,2
6203,"Mon, 19 Nov 2018 19:23:26 +0000",google,com,0,0,multipart/alternative,9,25,0,0,74,24754,0
6204,"Fri, 07 Apr 2017 15:06:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
6205,"Fri, 27 Oct 2017 00:05:46 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,33,4,3
6206,"Thu, 25 Jun 2015 09:12:57 +0000",twitter,com,0,0,multipart/alternative,6,49,0,0,67,41403,1
6207,"Mon, 27 Mar 2017 13:29:37 +0000",amazon,in,0,0,multipart/alternative,11,68,0,0,50,45651,0
6208,"Wed, 20 Apr 2016 09:31:57 +0000",twitter,com,0,0,multipart/alternative,18,139,0,0,138,81277,1
6209,"Thu, 02 Nov 2017 15:03:52 +0000 (UTC)",datacamp,com,0,0,multipart/alternative,15,40,1,0,35,33628,3
6210,"Tue, 23 Jan 2018 01:57:26 +0000 (GMT)",google,com,0,0,text/plain,0,5,1,0,76,2307,0
6211,"Fri, 17 Feb 2017 04:56:00 +0000 (UTC)",researchgatemail,net,0,0,multipart/alternative,6,29,0,1,63,16966,1
6212,"Sun, 23 Jul 2017 23:52:06 +0000",twitter,com,0,0,multipart/alternative,9,45,0,0,53,24183,1
6213,"Wed, 22 Mar 2017 14:32:55 +0530",iiitd,ac.in,0,0,multipart/alternative,0,1,1,0,44,6549,2
6214,"Wed, 20 Jun 2018 22:07:30 +1000",cambridge-intelligence,com,0,0,multipart/alternative,3,13,0,0,28,20841,3
6215,"Sun, 04 Feb 2018 12:21:28 +0000",twitter,com,0,0,multipart/alternative,11,33,0,0,57,16426,1
6216,"Sat, 22 Jul 2017 02:43:08 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,35,4,3
6217,"Sat, 22 Oct 2016 01:00:32 -0700",godaddy,com,0,0,text/html,3,33,0,0,50,27903,0
6218,"Sat, 3 Jun 2017 06:04:57 +0000",duolingo,com,0,0,multipart/alternative,4,14,0,0,31,27480,0
6219,"Sun, 13 May 2018 10:36:38 +0000",redwolf,in,0,0,multipart/alternative,13,37,0,0,40,6636,3
6220,"Wed, 3 May 2017 11:23:28 +0530",iiitd,ac.in,3,0,multipart/related,0,0,0,0,17,24116,2
6221,"Mon, 05 Sep 2016 08:30:00 +0000",twitter,com,0,0,multipart/alternative,29,186,0,0,71,100187,1
6222,"Fri, 23 Feb 2018 00:31:00 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,34,4,3
6223,"Thu, 29 Mar 2018 08:10:17 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,86,0,0,21,31139,3
6224,"Mon, 31 Aug 2015 03:03:05 -0700",facebookmail,com,0,0,multipart/alternative,4,16,0,0,32,11397,1
6225,"Thu, 10 Dec 2015 00:11:14 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27188,0
6226,"Fri, 15 Dec 2017 09:07:44 -0600 (CST)",springboard,com,0,0,multipart/alternative,0,17,0,0,60,7198,0
6227,"Wed, 28 Nov 2018 08:24:25 +0000",centralesupelec,fr,0,0,multipart/mixed,0,7,0,0,197,219464,2
6228,"Thu, 12 Jul 2018 09:47:34 -0500 (CDT)",springboard,com,0,0,multipart/alternative,0,8,0,1,59,7022,3
6229,"Tue, 21 Feb 2017 12:20:52 -0800",mentor,com,0,0,multipart/alternative,4,18,1,0,32,7425,3
6230,"Tue, 09 Apr 2019 07:59:02 -0700",google,com,0,0,text/html,18,76,0,0,37,22307,0
6231,"Sun, 27 Aug 2017 04:28:29 +0000 (UTC)",flipkartletters,com,0,0,text/html,19,51,1,0,23,38401,3
6232,"Tue, 22 Nov 2016 09:58:07 +0000",klarkwrist,com,0,0,text/html,8,27,1,0,26,14682,0
6233,"Mon,  8 Oct 2018 08:08:02 +0000 (UTC)",researchgatemail,net,0,0,multipart/alternative,4,30,0,1,32,27752,1
6234,"Wed, 13 Nov 2019 07:45:21 -0800",e,newyorktimes.com,0,0,multipart/mixed,0,0,0,0,120,4,3
6235,"Fri, 6 Jul 2018 00:50:28 +0000",amazon,in,0,0,multipart/alternative,12,202,0,0,30,116492,3
6236,"Mon, 25 Jan 2016 06:12:09 +0000",usebackpack,com,0,0,multipart/alternative,3,17,0,0,34,30228,0
6237,28 Aug 2017 06:41:32 +0530,,,0,0,text/plain,0,0,0,0,57,536,0
6238,"Tue, 30 May 2017 10:51:44 +0000",oneplus,net,0,0,multipart/alternative,9,25,0,0,103,37377,3
6239,"Fri, 07 Apr 2017 15:20:02 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
6240,"Thu, 27 Jun 2019 14:50:11 -0700",google,com,0,0,multipart/alternative,8,31,0,0,88,31626,0
6241,"Fri, 16 Sep 2016 20:19:36 +0530",iiitd,ac.in,1,0,multipart/mixed,0,24,1,0,19,2062704,2
6242,"Tue, 16 May 2017 04:32:26 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,43,4,3
6243,"Wed, 22 Jul 2015 06:57:15 +0000",youtube,com,0,0,multipart/alternative,24,85,0,0,90,61409,1
6244,"Fri, 8 Dec 2017 23:39:40 +0000",topcoder,com,0,0,multipart/alternative,20,63,0,1,113,119079,3
6245,"Thu, 2 Mar 2017 15:04:56 +0000",duolingo,com,0,0,multipart/alternative,13,27,0,0,27,21095,0
6246,"Thu, 06 Aug 2015 15:18:27 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,61,27144,0
6247,"Tue, 14 Aug 2018 12:30:18 +0530",iiitd,ac.in,1,0,multipart/alternative,0,6,1,0,47,8381,2
6248,"Thu, 11 Oct 2018 12:12:01 +0000",quora,com,0,0,multipart/alternative,14,109,0,0,56,104165,1
6249,"Thu, 14 May 2015 02:27:51 -0700",facebookmail,com,0,0,multipart/alternative,4,16,0,0,46,11383,1
6250,"Thu, 3 Aug 2017 15:47:42 +0530",iiitd,ac.in,4,0,multipart/related,0,0,0,0,104,938989,2
6251,"Tue, 5 Sep 2017 15:32:32 +0200",unisys,com,0,0,multipart/alternative,1,17,0,0,72,9362,0
